source,target
"rimouski | climate , economy , municipal council , history",What do you want to know about the place?
"sea life melbourne aquarium | features , gallery , research",What do you want to know about the building?
"fort qu'appelle | climate , development , education , historic and current medical facilities",What do you want to know about the site?
"new york botanical garden | events , parking , new york botanical garden jobs",What would you like to know about this place?
"weippe idaho | weather , zip code , homes for sale , news",What would you like to know about this city?
"blonde hair | get blonde hair , how to lighten blonde hair , tone down blonde hair",What do you want to do with blonde hair?
"vaginal atrophy | symptom , treatment , causes , diet , diet",What do you want to know about this medical condition?
"codex gigas | codex gigas english , who wrote codex gigas",What would you like to know about this book?
"susquehanna university | susquehanna university jobs , susquehanna university football , susquehanna university tuition , susquehanna university bookstore",What would you like to know about susquehanna university?
"lucas kansas | lucas kansas news , lucas kansas hotel , lucas kansas population",What would you like to know about this city?
"nicoa | national indian council on aging , national insurance company officers association","Which ""nicoa"" do you mean?"
"do medical | specialty , internal medicine , provider",What do you want to know about do medical?
"nism | national institute of securities markets , national internet safety month , national incident support manual","Which ""nism"" do you mean?"
"chery | chery logo , chery list , chery reviews",What would you like to know about chery?
"udia | urban development institute of australia , united dairy industry association , unii device interference advisor","Which ""udia"" do you mean?"
"days n daze | lyrics , bandcamp , merch",What would you like to know about this band?
"splenic vein | ct scan , doppler , splenic vein ultrasound",What test are you looking for?
"sore tailbone | treatment , causes",What do you want to know about this condition?
"frankie goes to hollywood | frankie goes to hollywood songs , frankie goes to hollywood albums , frankie goes to hollywood tour",What would you like to know about this band?
"pfra | professional football researchers association , public fundraising regulatory association , preliminary flood risk assessment","Which ""pfra"" do you mean?"
"what is pmr | papillary muscle rupture , paper medical record , peak metabolic rate","Which ""pmr"" do you mean?"
"second crusade | second crusade map , second crusade facts , second crusade results",What would you like to know about second crusade?
"san leandro honda | shops photo , local map , business information",What do you want to know about this business?
"asmd | association of science museum directors , atmospheric sciences modeling division , aerospace structural materials database","Which ""asmd"" do you mean?"
"gnr | global natural resources , grupo novo rock","Which ""gnr"" do you mean?"
"fmma | free market medical association , francis marion military academy , fatjo's mixed martial arts","Which ""fmma"" do you mean?"
"polk county ga | homes for sale , news , population",What would you like to know about polk county ga?
"ascending aorta dilation | ascending aorta dilation icd 10 , ascending aorta dilation icd 9",What classification system would you like to use?
"keighley bus company | fleet , services , history",What do you want to know about the company?
